connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
44823,4641,4871,duet,0.951,165,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44824,4633,4863,inspired_by,0.735,128,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44825,4957,4615,follows,0.193,9,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44826,5028,4984,collaborates,0.533,104,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44827,4870,4893,mentioned,0.361,65,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44828,4875,4818,reshared,0.143,181,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44829,4847,4848,tagged,0.601,165,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44830,4756,4583,duet,0.585,177,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44831,5019,4805,inspired_by,0.276,3,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44832,4597,4764,follows,0.691,116,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44833,4951,4800,collaborates,0.391,189,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44834,4958,4653,mentioned,0.608,75,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44835,4587,4618,reshared,0.671,135,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44836,4797,4970,tagged,0.22,122,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44837,4953,4919,duet,0.356,117,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44838,4909,4556,inspired_by,0.657,117,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44839,4857,4873,follows,0.22,159,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44840,4899,4749,collaborates,0.121,11,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44841,4893,4879,mentioned,0.521,37,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44842,4704,4657,reshared,0.723,30,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44843,4660,4603,tagged,0.408,188,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44844,4964,5043,duet,0.511,109,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44845,4598,4988,inspired_by,0.375,38,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44846,4811,4609,follows,0.879,153,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44847,5007,4777,collaborates,0.376,79,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44848,4771,4741,mentioned,0.212,182,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44849,5043,4750,reshared,0.537,147,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44850,4595,4894,tagged,0.382,43,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44851,4827,4664,duet,0.389,108,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44852,4750,4797,inspired_by,0.79,96,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44853,4843,4706,follows,0.71,152,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44854,4627,5060,collaborates,0.662,55,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44855,4573,4644,mentioned,0.106,85,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44856,4975,4759,reshared,0.721,71,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44857,4580,5060,tagged,0.171,83,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44858,4730,4910,duet,0.601,2,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44859,4762,4601,inspired_by,0.52,194,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44860,4653,4557,follows,0.627,84,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44861,4779,4663,collaborates,0.55,48,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44862,4690,4986,mentioned,0.435,18,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44863,4556,5054,reshared,0.407,28,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44864,5045,5009,tagged,0.166,21,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44865,4805,4755,duet,0.895,198,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44866,4699,4615,inspired_by,0.547,91,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44867,4728,4863,follows,0.716,72,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44868,4652,4552,collaborates,0.631,80,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44869,4644,4811,mentioned,0.163,119,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44870,5029,4762,reshared,0.265,4,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44871,4687,4947,tagged,0.913,43,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44872,4591,4990,duet,0.594,39,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44873,4683,4559,inspired_by,0.542,13,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44874,4990,4692,follows,0.21,115,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44875,5055,4782,collaborates,0.146,136,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44876,4869,4774,mentioned,0.831,178,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44877,4933,4570,reshared,0.821,130,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44878,4735,4821,tagged,0.506,95,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44879,5013,4653,duet,0.787,49,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44880,5007,5022,inspired_by,0.862,29,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44881,4701,4753,follows,0.269,192,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44882,4576,4907,collaborates,0.63,87,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44883,4808,5008,mentioned,0.417,128,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44884,4945,4960,reshared,0.828,94,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44885,4868,4567,tagged,0.921,30,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44886,4606,5041,duet,0.82,192,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44887,4928,4792,inspired_by,0.122,23,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44888,4542,4572,follows,0.396,194,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44889,4774,4644,collaborates,0.425,176,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44890,4858,5051,mentioned,0.792,129,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44891,4557,4654,reshared,0.753,68,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44892,4541,4880,tagged,0.409,105,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44893,4563,4946,duet,0.176,134,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44894,4727,5018,inspired_by,0.968,90,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44895,4993,4849,follows,0.638,67,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44896,4880,4813,collaborates,0.658,167,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44897,4565,4618,mentioned,0.763,120,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44898,4963,4711,reshared,0.9,189,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44899,4866,4846,tagged,0.902,180,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44900,4917,4587,duet,0.135,65,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44901,4993,4870,inspired_by,0.416,170,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44902,4904,4761,follows,0.4,158,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44903,4620,4712,collaborates,0.876,169,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44904,4749,4624,mentioned,0.624,110,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44905,4645,4802,reshared,0.49,90,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44906,4683,4696,tagged,0.165,103,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44907,4561,5000,duet,0.623,24,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44908,5018,4913,inspired_by,0.686,139,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44909,4623,4669,follows,0.172,157,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44910,4718,4664,collaborates,0.801,112,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44911,4649,4916,mentioned,0.709,86,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44912,4552,5025,reshared,0.684,133,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44913,4680,4861,tagged,0.366,46,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44914,4812,4964,duet,0.128,198,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44915,4919,4699,inspired_by,0.937,6,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44916,4994,4805,follows,0.983,136,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44917,4712,4942,collaborates,0.749,88,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44918,5041,4763,mentioned,0.782,100,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44919,4908,4581,reshared,0.838,193,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44920,4959,5051,tagged,0.145,155,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44921,4644,4645,duet,0.221,176,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44922,4962,5053,inspired_by,0.439,181,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44923,5031,4773,follows,0.606,127,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44924,4964,4660,collaborates,0.757,80,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44925,4652,4589,mentioned,0.831,33,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44926,4694,4772,reshared,0.939,178,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44927,5002,4684,tagged,0.131,93,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44928,4978,5028,duet,0.188,75,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44929,5025,4591,inspired_by,0.341,180,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44930,4916,4989,follows,0.277,79,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44931,4720,4880,collaborates,0.822,194,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44932,4889,4983,mentioned,0.351,53,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44933,4588,4632,reshared,0.998,68,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44934,5003,4916,tagged,0.318,152,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44935,4980,5050,duet,0.175,148,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44936,4998,4847,inspired_by,0.283,123,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44937,4754,4834,follows,0.174,44,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44938,4558,4606,collaborates,0.635,158,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44939,4741,4547,mentioned,0.201,8,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44940,4542,4792,reshared,0.866,124,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44941,4690,4906,tagged,0.862,164,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44942,5059,4618,duet,0.177,74,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44943,4709,4578,inspired_by,0.534,135,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44944,4744,4750,follows,0.657,48,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44945,4780,4846,collaborates,0.796,86,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44946,4728,4691,mentioned,0.553,12,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44947,4558,5003,reshared,0.467,87,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44948,4918,4657,tagged,0.349,22,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44949,4820,4680,duet,0.984,122,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44950,4780,4594,inspired_by,0.706,160,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44951,4825,4571,follows,0.865,193,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44952,4922,4894,collaborates,0.125,92,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44953,4759,4824,mentioned,0.811,14,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44954,4595,4946,reshared,0.311,95,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44955,4746,4886,tagged,0.89,184,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44956,4752,4863,duet,0.292,47,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44957,4947,4815,inspired_by,0.513,68,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44958,4641,4664,follows,0.421,26,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44959,4589,4599,collaborates,0.309,143,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44960,4849,4757,mentioned,0.79,103,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44961,4941,4770,reshared,0.985,52,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44962,4852,4846,tagged,0.358,169,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44963,4823,4548,duet,0.899,55,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44964,4884,5008,inspired_by,0.268,112,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44965,5056,4559,follows,0.375,115,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44966,4732,4625,collaborates,0.929,27,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44967,4542,5058,mentioned,0.403,152,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44968,4777,4627,reshared,0.94,116,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44969,4746,4950,tagged,0.328,72,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44970,4932,4815,duet,0.711,77,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44971,4550,4583,inspired_by,0.881,77,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44972,4805,4775,follows,0.325,86,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44973,4574,4794,collaborates,0.581,193,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44974,4793,4609,mentioned,0.977,71,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44975,4578,4824,reshared,0.16,171,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44976,5041,4632,tagged,0.377,114,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44977,4655,4716,duet,0.832,22,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44978,4845,4570,inspired_by,0.781,105,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44979,4545,4749,follows,0.883,196,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44980,4965,5018,collaborates,0.327,158,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44981,4830,4977,mentioned,0.975,24,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44982,4698,4834,reshared,0.58,167,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44983,4647,4997,tagged,0.107,33,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44984,4590,4579,duet,0.963,33,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44985,4555,4966,inspired_by,0.146,114,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44986,4612,5031,follows,0.286,24,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44987,4601,4688,collaborates,0.171,31,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44988,4716,4692,mentioned,0.684,191,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44989,5027,4745,reshared,0.122,156,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44990,4965,4750,tagged,0.688,23,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44991,4729,5060,duet,0.238,139,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44992,4892,4578,inspired_by,0.164,185,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44993,5043,4998,follows,0.881,99,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44994,4571,4858,collaborates,0.594,21,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44995,4972,5052,mentioned,0.18,71,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44996,4915,4992,reshared,0.798,158,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44997,4870,4814,tagged,0.545,3,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44998,4713,4565,duet,0.872,138,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
44999,4941,4733,inspired_by,0.296,88,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45000,5045,5022,follows,0.462,151,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45001,4605,5055,collaborates,0.186,49,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45002,4554,4781,mentioned,0.101,114,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45003,5053,4986,reshared,0.86,125,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45004,4551,4779,tagged,0.714,26,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45005,4726,4962,duet,0.122,185,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45006,4864,4904,inspired_by,0.905,190,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45007,4625,4809,follows,0.874,24,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45008,4722,4893,collaborates,0.578,196,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45009,4862,4886,mentioned,0.985,121,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45010,4984,5031,reshared,0.982,133,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45011,4861,4630,tagged,0.286,69,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45012,4890,4754,duet,0.717,160,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45013,4871,4574,inspired_by,0.164,61,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45014,4878,5051,follows,0.548,91,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45015,4577,4798,collaborates,0.999,58,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45016,5022,4603,mentioned,0.83,60,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45017,4725,4682,reshared,0.449,47,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45018,4600,4619,tagged,0.391,43,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45019,4855,4894,duet,0.348,62,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45020,4910,4780,inspired_by,0.177,28,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45021,4549,4698,follows,0.412,89,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45022,4964,4994,collaborates,0.445,23,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45023,4743,4901,mentioned,0.497,65,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45024,4881,4864,reshared,0.9,111,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45025,4956,4560,tagged,0.785,64,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45026,4861,5047,duet,0.132,183,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45027,4667,4756,inspired_by,0.383,133,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45028,4866,5026,follows,0.64,79,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45029,4754,4904,collaborates,0.724,91,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45030,4935,4949,mentioned,0.283,147,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45031,5004,4729,reshared,0.869,12,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45032,4791,4554,tagged,0.732,130,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45033,4767,4807,duet,0.771,131,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45034,4831,4697,inspired_by,0.716,176,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45035,4541,4575,follows,0.235,195,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45036,4660,4611,collaborates,0.373,64,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45037,4634,4561,mentioned,0.909,67,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45038,4622,4668,reshared,0.852,135,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45039,4693,4942,tagged,0.621,124,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45040,4721,4964,duet,0.217,126,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45041,4669,4791,inspired_by,0.938,66,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45042,4699,5030,follows,0.592,113,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45043,4803,4913,collaborates,0.477,109,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45044,4943,4848,mentioned,0.136,128,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45045,4912,4679,reshared,0.788,44,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45046,4915,4852,tagged,0.173,197,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45047,4574,5042,duet,0.761,25,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45048,4848,4811,inspired_by,0.687,154,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45049,4618,4982,follows,0.109,151,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45050,4686,4551,collaborates,0.651,64,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45051,4676,4812,mentioned,0.355,50,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45052,4957,4680,reshared,0.205,19,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45053,5048,4678,tagged,0.267,83,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45054,5058,4613,duet,0.867,73,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45055,4572,4990,inspired_by,0.936,3,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45056,4997,4816,follows,0.866,133,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45057,4649,5057,collaborates,0.846,187,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45058,4563,4935,mentioned,0.784,127,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45059,4883,4795,reshared,0.454,100,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45060,4554,4945,tagged,0.466,13,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45061,4571,4975,duet,0.699,125,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45062,4693,4997,inspired_by,0.71,74,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45063,4971,5042,follows,0.938,199,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45064,4818,4748,collaborates,0.234,25,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45065,4857,4631,mentioned,0.218,186,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45066,4964,4992,reshared,0.4,113,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45067,4993,4923,tagged,0.293,93,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45068,4645,4953,duet,0.834,32,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45069,4904,4602,inspired_by,0.58,155,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45070,4775,4647,follows,0.621,161,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45071,4548,5013,collaborates,0.543,33,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45072,4754,4585,mentioned,0.506,54,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45073,5016,4958,reshared,0.751,112,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45074,4705,4971,tagged,0.137,124,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45075,4557,4560,duet,0.989,90,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45076,4596,4986,inspired_by,0.377,16,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45077,4820,4714,follows,0.956,84,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45078,4770,4746,collaborates,0.726,134,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45079,4752,4908,mentioned,0.333,7,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45080,4602,4674,reshared,0.152,159,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45081,5046,4585,tagged,0.687,33,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45082,4606,4669,duet,0.599,87,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45083,5022,4776,inspired_by,0.34,97,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45084,4657,5058,follows,0.564,64,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45085,5012,4931,collaborates,0.939,120,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45086,4887,4570,mentioned,0.493,51,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45087,4619,4597,reshared,0.539,65,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45088,4820,4597,tagged,0.186,12,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45089,4612,4723,duet,0.648,185,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45090,4863,4721,inspired_by,0.646,10,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45091,4991,4658,follows,0.987,177,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45092,4728,4653,collaborates,0.413,115,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45093,4615,4720,mentioned,0.104,16,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45094,4747,4622,reshared,0.217,7,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45095,4805,4606,tagged,0.18,106,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45096,4867,4962,duet,0.836,77,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45097,4879,4852,inspired_by,0.563,62,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45098,4683,4619,follows,0.831,114,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45099,4835,4828,collaborates,0.847,2,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45100,4631,4772,mentioned,0.334,87,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45101,4734,4844,reshared,0.175,164,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45102,4654,5000,tagged,0.277,64,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45103,4579,4757,duet,0.967,149,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45104,4822,4976,inspired_by,0.417,100,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
45105,5017,4777,follows,0.783,98,2026-05-27T11:26:23Z,2026-05-27T11:26:23Z
