post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
44666,4726,instagram,ext_instagram_00000126,Families keep asking where to find LTE Backup Gateway. HomeConnect Fixed Wireless is showing up in every upgrade thread,2026-05-21T21:32:50Z,967,37,2,15119,0.808,,,normal,,2026-05-27T11:26:09Z
44667,4907,youtube,ext_youtube_00000127,NOC huddle: prioritize RoamFlow Mobility Fiber Appointment Scheduling installs before the weekend streaming surge,2026-05-26T09:51:32Z,20276,7003,7287,716696,0.518,,,viral,,2026-05-27T11:26:09Z
44668,5057,threads,ext_threads_00000128,Billing and usage signals are surfacing new need for Customer Retention Intake from ClearMind Customer Care,2026-05-16T14:07:09Z,249626,86561,32372,6951174,0.73,,,mega_viral,,2026-05-27T11:26:09Z
44669,4545,threads,ext_threads_00000129,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-26T20:26:38Z,885,24,47,7181,0.651,,,normal,,2026-05-27T11:26:09Z
44670,4895,tiktok,ext_tiktok_00000130,Day 30 with the Customer Retention Intake workflow and the field team says ClearMind Customer Care reduced manual follow-up,2026-05-14T13:43:15Z,1554,1360,584,169076,0.8,,,rising,,2026-05-27T11:26:09Z
44671,4571,instagram,ext_instagram_00000131,Outage follow-up is the top request in our subscriber forum this week,2026-05-26T19:25:45Z,759,96,48,7345,0.315,,,normal,,2026-05-27T11:26:09Z
44672,4825,tiktok,ext_tiktok_00000132,Small businesses need earlier visibility into field technician appointment availability,2026-05-21T00:46:17Z,461,28,32,4406,0.263,,,normal,,2026-05-27T11:26:09Z
44673,4760,threads,ext_threads_00000133,Morning capacity review featuring Fraud Resolution Case. ClearMind Customer Care needs pre-positioned technician capacity,2026-05-27T10:59:49Z,583,87,10,14175,0.279,,,normal,,2026-05-27T11:26:09Z
44674,4950,tiktok,ext_tiktok_00000134,Added 5G Unlimited Mobile Plan to the high-priority service assurance path. Thank you SignalBridge Mobile for closing the gap,2026-04-28T23:58:04Z,270,25,15,10543,0.562,,,normal,,2026-05-27T11:26:09Z
44675,4728,twitter,ext_twitter_00000135,Subscribers are asking about Family Connectivity Support Session through SilverLine Connected Life; upgrade and activation demand is rising,2026-05-20T17:47:15Z,534,45,9,11362,0.86,,,normal,,2026-05-27T11:26:09Z
44676,4755,threads,ext_threads_00000136,Network operations is flagging Field Technician Evaluation from OrbitMotion IoT as a capacity bottleneck this week,2026-04-30T10:35:55Z,925,70,13,16708,0.439,,,normal,,2026-05-27T11:26:09Z
44677,4858,threads,ext_threads_00000137,Coverage update: Fixed Wireless Home Internet capacity at HomeConnect Fixed Wireless is getting tight after a spike in service orders,2026-05-11T04:58:57Z,533,91,31,14378,0.768,,,normal,,2026-05-27T11:26:09Z
44678,4799,instagram,ext_instagram_00000138,Subscriber experience note - WellNest Family Plans Student Mobile Plan is the service everyone is trying to schedule right now,2026-05-25T22:27:36Z,4606,1159,202,176773,0.516,,,rising,,2026-05-27T11:26:09Z
44679,4557,tiktok,ext_tiktok_00000139,Outage follow-up: demand for LTE Backup Gateway is up and HomeConnect Fixed Wireless needs more field slots,2026-05-18T07:16:37Z,15966,7289,2326,582473,0.863,,,viral,,2026-05-27T11:26:09Z
44680,5009,instagram,ext_instagram_00000140,"Two-week review of PulsePoint 5G Device Upgrade Enrollment: strong subscriber response, but capacity planning matters",2026-05-19T19:41:45Z,346,79,39,9492,0.574,,,normal,,2026-05-27T11:26:09Z
44681,5017,youtube,ext_youtube_00000141,Families keep asking where to find IoT Sensor Gateway Kit. OrbitMotion IoT is showing up in every upgrade thread,2026-05-24T06:44:50Z,450,49,44,17898,0.76,,,normal,,2026-05-27T11:26:09Z
44682,4689,youtube,ext_youtube_00000142,NOC huddle: prioritize SignalBridge Mobile Premium International Roaming Pass installs before the weekend streaming surge,2026-05-23T06:03:41Z,2955,423,187,97359,0.354,,,rising,,2026-05-27T11:26:09Z
44683,4925,tiktok,ext_tiktok_00000143,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-20T18:21:02Z,5638,1305,705,186079,0.16,,,rising,,2026-05-27T11:26:09Z
44684,4915,tiktok,ext_tiktok_00000144,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-05T18:24:37Z,5061,1456,346,25100,0.845,,,rising,,2026-05-27T11:26:09Z
44685,4859,instagram,ext_instagram_00000145,Day 30 with the LTE Backup Gateway workflow and the field team says HomeConnect Fixed Wireless reduced manual follow-up,2026-04-30T18:40:53Z,240222,11511,29496,11689170,0.883,,,mega_viral,,2026-05-27T11:26:09Z
44686,4578,twitter,ext_twitter_00000146,Recommended SignalBridge Mobile Number Port-In Activation to an account manager today because churn risk is the issue,2026-04-29T02:31:02Z,9767,1450,690,23714,0.801,,,rising,,2026-05-27T11:26:09Z
44687,5046,youtube,ext_youtube_00000147,"Thought Gigabit Fiber Install demand would level off, but FiberPath Broadband is still seeing urgent requests",2026-05-04T07:47:30Z,1115,1868,740,59257,0.427,,,rising,,2026-05-27T11:26:09Z
44688,4779,youtube,ext_youtube_00000148,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-27T10:46:43Z,224,21,33,1488,0.162,,,normal,,2026-05-27T11:26:09Z
44689,4900,tiktok,ext_tiktok_00000149,Added Outage Follow-Up Call to the high-priority service assurance path. Thank you ClearMind Customer Care for closing the gap,2026-05-17T17:25:19Z,581,50,2,17094,0.269,,,normal,,2026-05-27T11:26:09Z
44690,4583,twitter,ext_twitter_00000150,Subscribers are asking about 5G Business Consultation through PulsePoint 5G; upgrade and activation demand is rising,2026-05-26T04:14:31Z,787,18,4,7228,0.331,,,normal,,2026-05-27T11:26:09Z
44691,4807,youtube,ext_youtube_00000151,Outage follow-up is the top request in our subscriber forum this week,2026-05-27T00:08:18Z,807,48,13,12601,0.678,,,normal,,2026-05-27T11:26:09Z
44692,4764,youtube,ext_youtube_00000152,Coverage update: Family Data Share Plan capacity at WellNest Family Plans is getting tight after a spike in service orders,2026-05-17T07:15:30Z,6341,584,263,178475,0.303,,,rising,,2026-05-27T11:26:09Z
44693,4979,instagram,ext_instagram_00000153,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-04T04:04:20Z,4131,600,548,72811,-0.138,,,rising,,2026-05-27T11:26:09Z
44694,4759,youtube,ext_youtube_00000154,Outage follow-up: demand for Small Business Fiber SLA is up and FiberPath Broadband needs more field slots,2026-05-07T09:07:54Z,7520,1851,707,102085,0.397,,,rising,,2026-05-27T11:26:09Z
44695,4910,tiktok,ext_tiktok_00000155,"Two-week review of OrbitMotion IoT IoT Sensor Gateway Kit: strong subscriber response, but capacity planning matters",2026-05-26T14:26:47Z,153,86,34,11650,0.495,,,normal,,2026-05-27T11:26:09Z
44696,4777,tiktok,ext_tiktok_00000156,Families keep asking where to find Premium International Roaming Pass. SignalBridge Mobile is showing up in every upgrade thread,2026-05-25T19:21:12Z,4811,878,776,45705,0.851,,,rising,,2026-05-27T11:26:09Z
44697,4644,youtube,ext_youtube_00000157,NOC huddle: prioritize SignalBridge Mobile Number Port-In Activation installs before the weekend streaming surge,2026-05-15T19:25:01Z,892,41,7,2125,0.695,,,normal,,2026-05-27T11:26:09Z
44698,4664,youtube,ext_youtube_00000158,Billing and usage signals are surfacing new need for Fiber Repair Appointment from FiberPath Broadband,2026-05-25T06:39:35Z,6609,601,676,97399,0.599,,,rising,,2026-05-27T11:26:09Z
44699,4951,twitter,ext_twitter_00000159,"If your subscribers need Senior Connected Life Plan, check SilverLine Connected Life availability early; appointment slots are moving fast",2026-05-24T19:15:34Z,47651,5846,4611,694923,0.593,,,viral,,2026-05-27T11:26:09Z
44700,4541,instagram,ext_instagram_00000160,Day 30 with the Network Congestion Plan Review workflow and the field team says WellNest Family Plans reduced manual follow-up,2026-05-04T04:42:42Z,986,86,46,16433,0.834,,,normal,,2026-05-27T11:26:09Z
44701,4871,twitter,ext_twitter_00000161,Recommended RoamFlow Mobility Roaming Cost Coaching to an account manager today because churn risk is the issue,2026-05-13T03:16:22Z,7659,542,848,69384,0.609,,,rising,,2026-05-27T11:26:09Z
44702,4777,tiktok,ext_tiktok_00000162,Small businesses need earlier visibility into field technician appointment availability,2026-05-11T11:04:06Z,3039,579,870,91004,0.616,,,rising,,2026-05-27T11:26:09Z
44703,4911,twitter,ext_twitter_00000163,Morning capacity review featuring Fiber Appointment Scheduling. RoamFlow Mobility needs pre-positioned technician capacity,2026-05-07T11:29:35Z,164,75,39,2549,0.56,,,normal,,2026-05-27T11:26:09Z
44704,4850,tiktok,ext_tiktok_00000164,Added Smart Home Connectivity Assessment to the high-priority service assurance path. Thank you HomeConnect Fixed Wireless for closing the gap,2026-05-19T04:28:56Z,551,82,6,3948,0.432,,,normal,,2026-05-27T11:26:09Z
44705,4970,tiktok,ext_tiktok_00000165,Subscribers are asking about Premium International Roaming Pass through SignalBridge Mobile; upgrade and activation demand is rising,2026-05-19T03:44:58Z,9746,1121,567,112817,0.492,,,rising,,2026-05-27T11:26:09Z
44706,5049,tiktok,ext_tiktok_00000166,Network operations is flagging IoT Sensor Gateway Kit from OrbitMotion IoT as a capacity bottleneck this week,2026-05-21T22:01:41Z,1261,239,800,59140,0.572,,,rising,,2026-05-27T11:26:09Z
44707,5004,instagram,ext_instagram_00000167,Coverage update: Connected Device Monitoring Onboarding capacity at MetroSupply Devices is getting tight after a spike in service orders,2026-05-08T14:49:43Z,142,19,23,4493,0.876,,,normal,,2026-05-27T11:26:09Z
44708,4766,instagram,ext_instagram_00000168,Subscriber experience note - SignalBridge Mobile 5G Unlimited Mobile Plan is the service everyone is trying to schedule right now,2026-05-21T04:35:17Z,350,90,7,2058,0.917,,,normal,,2026-05-27T11:26:09Z
44709,4997,youtube,ext_youtube_00000169,Outage follow-up: demand for Family Data Share Plan is up and WellNest Family Plans needs more field slots,2026-05-14T01:10:05Z,8638,308,979,86244,0.734,,,rising,,2026-05-27T11:26:09Z
44710,4601,instagram,ext_instagram_00000170,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-11T21:57:24Z,619,52,49,8080,-0.094,,,normal,,2026-05-27T11:26:09Z
44711,4595,threads,ext_threads_00000171,Families keep asking where to find Network Congestion Plan Review. WellNest Family Plans is showing up in every upgrade thread,2026-05-06T22:29:17Z,228,44,20,10347,0.513,,,normal,,2026-05-27T11:26:09Z
44712,4682,tiktok,ext_tiktok_00000172,NOC huddle: prioritize SignalBridge Mobile Premium International Roaming Pass installs before the weekend streaming surge,2026-05-24T17:42:30Z,19773,4291,6736,281573,0.825,,,viral,,2026-05-27T11:26:09Z
44713,4671,instagram,ext_instagram_00000173,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-04-30T03:32:08Z,185,18,27,18617,0.556,,,normal,,2026-05-27T11:26:09Z
44714,4971,twitter,ext_twitter_00000174,"If your subscribers need Fixed Wireless Home Internet, check HomeConnect Fixed Wireless availability early; appointment slots are moving fast",2026-05-11T14:40:26Z,168,16,6,16668,0.72,,,normal,,2026-05-27T11:26:09Z
44715,4585,threads,ext_threads_00000175,Day 30 with the Device Upgrade Enrollment workflow and the field team says PulsePoint 5G reduced manual follow-up,2026-05-03T03:05:36Z,7725,589,831,53796,0.92,,,rising,,2026-05-27T11:26:09Z
44716,4933,threads,ext_threads_00000176,Recommended OrbitMotion IoT IoT Sensor Gateway Kit to an account manager today because churn risk is the issue,2026-05-16T17:36:00Z,791,31,24,7544,0.204,,,normal,,2026-05-27T11:26:09Z
44717,4687,tiktok,ext_tiktok_00000177,"Thought Device Upgrade Enrollment demand would level off, but PulsePoint 5G is still seeing urgent requests",2026-05-25T13:56:52Z,444,58,22,16794,0.531,,,normal,,2026-05-27T11:26:09Z
44718,4984,instagram,ext_instagram_00000178,Morning capacity review featuring Churn Risk Save Offer. WaveFirst Mobile needs pre-positioned technician capacity,2026-05-08T07:53:56Z,242,24,9,3748,0.541,,,normal,,2026-05-27T11:26:09Z
44719,4628,twitter,ext_twitter_00000179,Added 5G Mobile Hotspot Kit to the high-priority service assurance path. Thank you MetroSupply Devices for closing the gap,2026-04-30T12:53:22Z,863,21,17,8889,0.833,,,normal,,2026-05-27T11:26:09Z
44720,4781,instagram,ext_instagram_00000180,Subscribers are asking about Fixed Wireless Home Internet through HomeConnect Fixed Wireless; upgrade and activation demand is rising,2026-05-15T18:41:32Z,862,61,14,918,0.471,,,normal,,2026-05-27T11:26:09Z
44721,4829,instagram,ext_instagram_00000181,Network operations is flagging New Line Activation from WaveFirst Mobile as a capacity bottleneck this week,2026-05-20T17:15:46Z,123,18,29,2629,0.901,,,normal,,2026-05-27T11:26:09Z
44722,5015,tiktok,ext_tiktok_00000182,Coverage update: Senior Connected Life Plan capacity at SilverLine Connected Life is getting tight after a spike in service orders,2026-05-27T05:40:17Z,2331,515,921,52451,0.513,,,rising,,2026-05-27T11:26:09Z
44723,4930,tiktok,ext_tiktok_00000183,Subscriber experience note - PulsePoint 5G Device Upgrade Enrollment is the service everyone is trying to schedule right now,2026-05-19T18:46:45Z,600,7,18,18041,0.392,,,normal,,2026-05-27T11:26:09Z
44724,4798,threads,ext_threads_00000184,Outage follow-up: demand for Student Mobile Plan is up and WellNest Family Plans needs more field slots,2026-05-13T07:30:45Z,338,0,18,8917,0.258,,,normal,,2026-05-27T11:26:09Z
44725,4620,threads,ext_threads_00000185,"Two-week review of ClearMind Customer Care Outage Follow-Up Call: strong subscriber response, but capacity planning matters",2026-05-13T19:55:06Z,231,64,2,6820,0.337,,,normal,,2026-05-27T11:26:09Z
44726,4721,instagram,ext_instagram_00000186,Families keep asking where to find Outage Follow-Up Call. ClearMind Customer Care is showing up in every upgrade thread,2026-05-20T20:42:50Z,561,46,21,3822,0.603,,,normal,,2026-05-27T11:26:09Z
44727,4799,instagram,ext_instagram_00000187,NOC huddle: prioritize PulsePoint 5G Device Upgrade Enrollment installs before the weekend streaming surge,2026-04-28T14:17:03Z,355,87,44,16775,0.62,,,normal,,2026-05-27T11:26:09Z
44728,4896,twitter,ext_twitter_00000188,Billing and usage signals are surfacing new need for Smart Home Connectivity Assessment from HomeConnect Fixed Wireless,2026-05-26T16:04:42Z,289,13,17,7885,0.414,,,normal,,2026-05-27T11:26:09Z
44729,4968,threads,ext_threads_00000189,Roaming bill questions are creating new handoffs to billing and retention teams,2026-04-29T23:54:15Z,532,24,7,12589,-0.283,,,normal,,2026-05-27T11:26:09Z
44730,4771,instagram,ext_instagram_00000190,Day 30 with the Smart Home Connectivity Assessment workflow and the field team says HomeConnect Fixed Wireless reduced manual follow-up,2026-05-10T21:21:03Z,6882,1761,354,144888,0.762,,,rising,,2026-05-27T11:26:09Z
44731,4574,youtube,ext_youtube_00000191,Outage follow-up is the top request in our subscriber forum this week,2026-05-02T11:52:41Z,263,2,43,16065,-0.226,,,normal,,2026-05-27T11:26:09Z
44732,4962,youtube,ext_youtube_00000192,"Thought 5G Business Consultation demand would level off, but PulsePoint 5G is still seeing urgent requests",2026-05-13T16:25:31Z,91,30,35,18652,0.828,,,normal,,2026-05-27T11:26:09Z
44733,4775,threads,ext_threads_00000193,Morning capacity review featuring Gigabit Fiber Install. FiberPath Broadband needs pre-positioned technician capacity,2026-05-19T05:08:48Z,33013,14041,3969,785473,0.833,,,viral,,2026-05-27T11:26:09Z
44734,4890,tiktok,ext_tiktok_00000194,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-20T04:20:28Z,32212,6370,6382,702038,0.3,,,viral,,2026-05-27T11:26:09Z
44735,4830,tiktok,ext_tiktok_00000195,Subscribers are asking about Gigabit Fiber Install through FiberPath Broadband; upgrade and activation demand is rising,2026-05-07T10:41:37Z,9211,1530,393,189356,0.341,,,rising,,2026-05-27T11:26:09Z
44736,4887,youtube,ext_youtube_00000196,Network operations is flagging Field Technician Evaluation from OrbitMotion IoT as a capacity bottleneck this week,2026-05-26T18:50:34Z,2857,679,990,166063,0.686,,,rising,,2026-05-27T11:26:09Z
44737,4919,instagram,ext_instagram_00000197,Connected life teams need better outreach after recent storm-related service events,2026-05-22T18:13:48Z,404,90,17,13935,-0.021,,,normal,,2026-05-27T11:26:09Z
44738,4769,youtube,ext_youtube_00000198,Subscriber experience note - ClearMind Customer Care Outage Follow-Up Call is the service everyone is trying to schedule right now,2026-05-25T10:27:02Z,194,46,11,19877,0.88,,,normal,,2026-05-27T11:26:09Z
